csr_x_h,moisture_mm,n_points,q25_mm,q75_mm,subset,site_id,layer,segment,segment_label,coord_mode
57.11607142857143,8.64616,2,8.64616,8.64616,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
57.49107142857143,8.64616,1,8.64616,8.64616,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
57.74107142857143,8.64616,1,8.64616,8.64616,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
58.11607142857143,8.641079999999999,2,8.638539999999999,8.64362,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
58.49107142857143,8.636,1,8.636,8.636,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
58.86607142857143,8.63092,2,8.62838,8.63346,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
59.24107142857143,8.595360000000001,1,8.595360000000001,8.595360000000001,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
59.61607142857143,8.580119999999999,2,8.57758,8.582659999999999,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
59.99107142857143,8.57504,1,8.57504,8.57504,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
60.24107142857143,8.56488,1,8.56488,8.56488,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
60.61607142857143,8.54456,2,8.53948,8.54964,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
60.99107142857143,8.49376,1,8.49376,8.49376,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
61.36607142857143,8.44296,2,8.427719999999999,8.4582,clean_stageII_48h,275,moisture_4in,early_0_3h,"Early transient, 0-3 h",state_stitch
