site_id,event_id,layer,t_h,moisture_mm,start_mm,end_mm,total_drop_mm,duration_h,event_storage_norm,segment,segment_t_h,csr_x_h,subset
275,S275_moisture_4in_0076,moisture_4in,0.75,13.18768,13.44168,10.73912,2.70256,12.75,0.9060150375939852,early_0_3h,0.75,9.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,1.0,13.07592,13.44168,10.73912,2.70256,12.75,0.8646616541353384,early_0_3h,1.0,9.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,1.25,12.954,13.44168,10.73912,2.70256,12.75,0.8195488721804515,early_0_3h,1.25,9.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,1.5,12.832080000000001,13.44168,10.73912,2.70256,12.75,0.7744360902255645,early_0_3h,1.5,10.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,1.75,12.68984,13.44168,10.73912,2.70256,12.75,0.7218045112781957,early_0_3h,1.75,10.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,2.0,12.578080000000002,13.44168,10.73912,2.70256,12.75,0.6804511278195495,early_0_3h,2.0,10.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,2.25,12.43584,13.44168,10.73912,2.70256,12.75,0.6278195488721807,early_0_3h,2.25,10.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,2.5,12.31392,13.44168,10.73912,2.70256,12.75,0.5827067669172932,early_0_3h,2.5,11.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0076,moisture_4in,2.75,12.192,13.44168,10.73912,2.70256,12.75,0.5375939849624062,early_0_3h,2.75,11.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,0.0,13.23848,13.23848,10.68832,2.55016,9.0,1.0,early_0_3h,0.0,11.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,0.25,13.197840000000001,13.23848,10.68832,2.55016,9.0,0.9840637450199211,early_0_3h,0.25,11.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,0.5,13.1064,13.23848,10.68832,2.55016,9.0,0.9482071713147416,early_0_3h,0.5,12.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,0.75,13.004800000000001,13.23848,10.68832,2.55016,9.0,0.9083665338645427,early_0_3h,0.75,12.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,1.0,12.88288,13.23848,10.68832,2.55016,9.0,0.8605577689243031,early_0_3h,1.0,12.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,1.25,12.750800000000002,13.23848,10.68832,2.55016,9.0,0.8087649402390448,early_0_3h,1.25,12.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,1.5,12.63904,13.23848,10.68832,2.55016,9.0,0.7649402390438249,early_0_3h,1.5,13.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,1.75,12.506960000000001,13.23848,10.68832,2.55016,9.0,0.7131474103585665,early_0_3h,1.75,13.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,2.0,12.395199999999999,13.23848,10.68832,2.55016,9.0,0.6693227091633466,early_0_3h,2.0,13.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,2.25,12.28344,13.23848,10.68832,2.55016,9.0,0.625498007968128,early_0_3h,2.25,13.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,2.5,12.161520000000001,13.23848,10.68832,2.55016,9.0,0.5776892430278893,early_0_3h,2.5,14.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0010,moisture_4in,2.75,12.05992,13.23848,10.68832,2.55016,9.0,0.5378486055776895,early_0_3h,2.75,14.49107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,0.0,13.025120000000001,13.02512,10.33272,2.692400000000001,13.75,1.0,early_0_3h,0.0,14.74107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,0.25,13.004800000000001,13.02512,10.33272,2.692400000000001,13.75,0.9924528301886792,early_0_3h,0.25,14.99107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,0.5,12.93368,13.02512,10.33272,2.692400000000001,13.75,0.9660377358490565,early_0_3h,0.5,15.24107142857143,clean_stageII_48h
275,S275_moisture_4in_0008,moisture_4in,0.75,12.86256,13.02512,10.33272,2.692400000000001,13.75,0.9396226415094336,early_0_3h,0.75,15.49107142857143,clean_stageII_48h
