site_id,layer,events,associated_24h_rate,associated_48h_rate,interrupted_rate,median_duration_h,median_drop_mm,median_trim3_r2,median_trim3_tau_h,median_early3_drop_share,stageII_like_rate,stageI_like_rate,early_transient_heavy_rate,during_vpd_mean,clean_24h_rate,clean_48h_rate,stageII_clean_48h_rate
270,moisture_4in,197,0.41624365482233505,0.5431472081218274,0.06598984771573604,8.75,1.6459200000000003,0.9935197595359923,5.896816194560108,0.3035714285714282,0.7969543147208121,0.06598984771573604,0.07106598984771574,1.197295128572532,0.3604060913705584,0.4873096446700508,0.3553299492385787
270,moisture_8in,40,0.325,0.55,0.1,8.625,1.7525999999999993,0.9949473180007663,7.873176547146137,0.2865497076023398,0.6,0.15,0.2,1.0960647178038543,0.3,0.475,0.25
275,moisture_12in,4,1.0,1.0,0.5,11.875,2.032,0.9939413481315613,9.675380650804826,0.43268152866242054,0.5,0.25,0.25,0.6038406369183829,0.5,0.5,0.25
275,moisture_16in,2,1.0,1.0,1.0,16.75,3.724655999999999,0.9965007799735983,7.103189967975702,0.45475889653526,1.0,0.0,0.0,0.4495396510705788,0.0,0.0,0.0
275,moisture_4in,81,0.691358024691358,0.8888888888888888,0.16049382716049382,10.5,2.1132800000000014,0.992005596811891,9.453220019240497,0.21409214092140885,0.654320987654321,0.1111111111111111,0.09876543209876543,0.9975070130636327,0.5555555555555556,0.7283950617283951,0.49382716049382713
275,moisture_8in,9,0.8888888888888888,1.0,0.2222222222222222,5.75,1.3106399999999976,0.9968475406263402,6.705853191209392,0.6124031007751938,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.6099288796715268,0.6666666666666666,0.7777777777777778,0.4444444444444444
280,moisture_4in,44,0.6136363636363636,0.8409090909090909,0.22727272727272727,8.5,1.5610839999999993,0.9946760159680913,6.770140209344074,0.3311403000972537,0.6590909090909091,0.13636363636363635,0.1590909090909091,1.054882919300688,0.4090909090909091,0.6136363636363636,0.4318181818181818
290,moisture_12in,5,1.0,1.0,1.0,11.25,2.001520000000001,0.9984655013778164,9.893240462671962,0.5009596928982722,0.6,0.0,0.4,0.3744864450127877,0.0,0.0,0.0
290,moisture_16in,4,1.0,1.0,1.0,15.125,4.551679999999998,0.9993803492981485,7.8288164532761355,0.5507202095154955,1.0,0.0,0.0,0.4088554089959099,0.0,0.0,0.0
290,moisture_20in,4,1.0,1.0,1.0,25.0,5.973064000000001,0.9974063862050502,9.425869975597742,0.46672340591469036,1.0,0.0,0.0,0.3572913676503141,0.0,0.0,0.0
290,moisture_4in,37,0.9459459459459459,0.9459459459459459,0.5675675675675675,5.25,1.6154399999999995,0.9917936023593582,8.260592126743846,0.6771653543307086,0.5675675675675675,0.10810810810810811,0.32432432432432434,0.42408427308501817,0.3783783783783784,0.3783783783783784,0.2702702702702703
290,moisture_8in,13,1.0,1.0,0.8461538461538461,14.25,2.997200000000001,0.9968203677198045,14.870266723250745,0.42033898305084744,0.7692307692307693,0.0,0.23076923076923078,0.408527655786984,0.15384615384615385,0.15384615384615385,0.15384615384615385
303,moisture_12in,45,0.8,0.9777777777777777,0.4888888888888889,5.5,1.747519999999998,0.9900253501958732,8.344387789655093,0.6945384243595939,0.3333333333333333,0.022222222222222223,0.5555555555555556,0.376624295667552,0.3111111111111111,0.4888888888888889,0.1111111111111111
303,moisture_16in,13,0.8461538461538461,1.0,0.6923076923076923,4.75,1.7912079999999992,0.9978005051360719,5.176858874974995,0.6985138004246283,0.6153846153846154,0.0,0.38461538461538464,0.4071395105090011,0.15384615384615385,0.3076923076923077,0.15384615384615385
303,moisture_20in,3,1.0,1.0,1.0,14.75,5.87248,0.9990433089623556,6.912005614608688,0.7821005176156286,0.6666666666666666,0.0,0.3333333333333333,0.30188472222222223,0.0,0.0,0.0
303,moisture_4in,261,0.6436781609195402,0.7432950191570882,0.25287356321839083,4.5,2.2961600000000004,0.9914408307687193,8.472278863292898,0.7803030303030295,0.3946360153256705,0.034482758620689655,0.5363984674329502,0.4012984946426153,0.39846743295019155,0.4942528735632184,0.2260536398467433
303,moisture_8in,125,0.592,0.688,0.352,4.75,1.7170400000000008,0.9920622022637038,9.292068795273506,0.6172465960665661,0.328,0.008,0.552,0.34092690915559654,0.248,0.344,0.144
304,moisture_4in,1,1.0,1.0,0.0,7.0,1.1277599999999994,0.995316771747826,2.5604712650830734,0.7477477477477481,1.0,0.0,0.0,1.3748620689655173,1.0,1.0,1.0
311,moisture_12in,2,0.0,0.0,0.0,1.5,0.6111239999999993,,,1.0,0.0,0.0,1.0,0.7146428571428571,0.0,0.0,0.0
311,moisture_16in,2,0.0,0.0,0.0,3.125,1.9669759999999998,,,0.9989530361950345,0.0,0.0,1.0,0.17294886363636366,0.0,0.0,0.0
311,moisture_20in,4,0.0,0.0,0.0,2.375,0.5537200000000007,,,1.0,0.0,0.0,1.0,0.652840307486631,0.0,0.0,0.0
311,moisture_4in,172,0.5,0.7965116279069767,0.13953488372093023,10.5,2.0878799999999997,0.991361434893467,9.166847969636468,0.17201250255818634,0.7034883720930233,0.11046511627906977,0.0755813953488372,1.2654584962401303,0.3953488372093023,0.6686046511627907,0.436046511627907
311,moisture_8in,5,0.6,1.0,0.2,12.75,2.072639999999998,0.9980716678509374,8.015140222465247,0.4223335719398708,0.8,0.2,0.0,1.0263192306083189,0.4,0.8,0.6
315,moisture_12in,1,0.0,1.0,0.0,1.25,0.9448799999999995,,,1.0,0.0,0.0,1.0,0.109,0.0,1.0,0.0
315,moisture_16in,1,1.0,1.0,0.0,1.25,3.8201600000000013,,,1.0,0.0,0.0,1.0,0.7263333333333333,1.0,1.0,0.0
315,moisture_4in,40,0.775,0.9,0.075,10.25,2.001520000000001,0.9952349136226971,5.734427355622351,0.2996002906976747,0.875,0.025,0.075,1.3280440791170591,0.7,0.825,0.7
315,moisture_8in,3,0.0,0.0,0.0,10.5,1.9202399999999997,0.9966398218435369,8.54148601555956,0.20754716981132026,1.0,0.0,0.0,1.8960386955485917,0.0,0.0,0.0
320,moisture_4in,7,1.0,1.0,0.2857142857142857,4.25,0.7406639999999998,0.9924378923688004,2.8931204203878886,0.8971193415637859,0.42857142857142855,0.0,0.5714285714285714,0.43154272071147304,0.7142857142857143,0.7142857142857143,0.42857142857142855
335,moisture_12in,19,0.6842105263157895,0.7894736842105263,0.5263157894736842,5.75,1.524000000000001,0.9956382087659122,6.307850803378928,0.6965102974828375,0.47368421052631576,0.10526315789473684,0.3684210526315789,1.098634156156206,0.21052631578947367,0.2631578947368421,0.10526315789473684
335,moisture_16in,7,1.0,1.0,1.0,2.5,2.0828000000000007,0.999875498747794,4.207034669655894,1.0,0.2857142857142857,0.0,0.7142857142857143,0.22288466532858203,0.0,0.0,0.0
335,moisture_20in,6,0.5,0.5,0.3333333333333333,2.625,1.315719999999999,0.9982218750335197,2.780058531115581,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6796966376390904,0.16666666666666666,0.16666666666666666,0.16666666666666666
335,moisture_4in,128,0.7421875,0.8515625,0.265625,8.625,2.1437599999999994,0.9949733361387896,7.937869437320348,0.4205884086075652,0.625,0.0703125,0.2734375,0.876238313928786,0.4921875,0.59375,0.3984375
335,moisture_8in,56,0.5535714285714286,0.6785714285714286,0.4107142857142857,7.75,1.8440400000000015,0.9960591350655534,7.70993841617794,0.49231966166613345,0.5357142857142857,0.10714285714285714,0.32142857142857145,1.1807483263844263,0.21428571428571427,0.30357142857142855,0.21428571428571427
340,moisture_12in,14,1.0,1.0,0.6428571428571429,21.875,5.36956,0.9989151401712073,11.553965725897388,0.3548247313362835,1.0,0.0,0.0,0.3319695413796446,0.35714285714285715,0.35714285714285715,0.35714285714285715
340,moisture_16in,17,0.9411764705882353,1.0,0.5882352941176471,21.25,6.35,0.9992842398144157,13.906194571527898,0.3918567273840501,0.7058823529411765,0.0,0.17647058823529413,0.5344477939641155,0.35294117647058826,0.4117647058823529,0.23529411764705882
340,moisture_20in,21,0.8571428571428571,1.0,0.5714285714285714,13.25,5.019039999999999,0.9975801219870236,11.033552893949565,0.5087924970691677,0.5238095238095238,0.047619047619047616,0.3333333333333333,0.564102307025251,0.3333333333333333,0.42857142857142855,0.23809523809523808
