layer,regime_proxy,storage_bin,storage_norm,loss_mm_h_median,loss_mm_h_q25,loss_mm_h_q75,points
moisture_4in,early-transient-heavy,"(0.6, 0.667]",0.6335453116564866,0.32512000000000185,0.20320000000000782,0.6512560000000027,600
moisture_4in,early-transient-heavy,"(0.667, 0.733]",0.6997772181899226,0.3251200000000125,0.2032000000000025,0.6502399999999966,600
moisture_4in,early-transient-heavy,"(0.733, 0.8]",0.7675934562060287,0.3251199999999983,0.20319999999999538,0.6502399999999984,604
moisture_4in,early-transient-heavy,"(0.8, 0.867]",0.8336008143906144,0.36575999999999453,0.20319999999999538,0.81280000000001,623
moisture_4in,early-transient-heavy,"(0.867, 0.933]",0.8997414239199806,0.40639999999999077,0.2032000000000025,0.7315199999999926,715
moisture_4in,early-transient-heavy,"(0.933, 1.0]",0.9653040043377178,0.20319999999999538,0.12191999999999581,0.3251199999999983,849
moisture_4in,mixed_or_uncertain,"(-0.001, 0.0667]",0.02663193477279145,0.12191999999999936,0.06908799999999804,0.2032000000000016,778
moisture_4in,mixed_or_uncertain,"(0.0667, 0.133]",0.09872278787825652,0.2479040000000019,0.18288000000000082,0.3251200000000054,413
moisture_4in,mixed_or_uncertain,"(0.133, 0.2]",0.16516489136959758,0.29260799999999776,0.24383999999999162,0.36576000000000164,360
moisture_4in,mixed_or_uncertain,"(0.2, 0.267]",0.23294766099587097,0.3210559999999987,0.24384000000000583,0.36576000000000697,350
moisture_4in,mixed_or_uncertain,"(0.267, 0.333]",0.2999268198229724,0.28448000000000206,0.2032000000000096,0.36576000000000874,368
moisture_4in,mixed_or_uncertain,"(0.333, 0.4]",0.36758714928947306,0.24383999999999872,0.12192000000000291,0.3251200000000054,459
moisture_4in,mixed_or_uncertain,"(0.4, 0.467]",0.4340956046263828,0.16255999999999915,0.08128000000000668,0.28448000000000206,558
moisture_4in,mixed_or_uncertain,"(0.467, 0.533]",0.49912910576929015,0.12192000000000291,0.08127999999999957,0.24384000000000583,619
moisture_4in,mixed_or_uncertain,"(0.533, 0.6]",0.5667298562426792,0.16256000000000626,0.12191999999999581,0.24384000000000583,540
moisture_4in,mixed_or_uncertain,"(0.6, 0.667]",0.6330038267388821,0.20319999999999538,0.12192000000000114,0.28448000000000206,540
moisture_4in,mixed_or_uncertain,"(0.667, 0.733]",0.6998643562853635,0.20319999999999538,0.12192000000000291,0.28448000000000206,505
